id,surface,status,requirement,desired_reference,evidence,legacy,react,tests
EXTRA-transcript-1,transcript,missing,"Typed Jevons report envelopes render as compact semantic headers, not raw fenced configuration (legacy T509).",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Legacy rewrites jevons envelope fences into a compact header with kind, target, verdict/status and risk; both sealed and streaming paths call that normalization. React has no envelope rewriter invocation. The original census assigns T509 elsewhere, so this specific transcript behavior is absent from these82 rows.",web/index.html:4721; web/index.html:4986; web/scripts/jevons_envelope.js:99,ui/src/conversation/markdown.ts:22; ui/src/conversation/StreamingMarkdownBody.tsx:32,Code inspection; no browser envelope fixture executed.
EXTRA-transcript-2,transcript,changed,Separate legitimate assistant turns with equal text versus later T569 global suppression.,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Fresh differential two owner questions answered Yes. preserves two replies in legacy, but React global alreadyPaintedAssistant suppresses the second. T569 explicitly prescribes global exact-body suppression and admits short repeated acknowledgments disappear. Thus React follows a later product decision that changes fidelity and conflicts with broad retain-every-reply expectations; do not silently override it as a port fix.",web/scripts/conversation_widget.js:732; web/scripts/conversation_widget.js:825,ui/src/conversation/display.ts:243; ui/src/conversation/display.ts:255,transcript-probes/results.json: same final answer after two different owner turns; targets/T569.txt read in full
EXTRA-transcript-3,transcript,uncertain,Repeated stream ID after a terminal boundary cannot reopen an already sealed prior reply.,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Legacy findGrowAssistantIndex stops at sealed visible assistant. React raw reducer seal deletes openById but leaves streamBubbles and takeText uses that mapping without testing openById. Fresh two raw end_turn messages with the same ID become FirstSecond in React, versus separate First and Second legacy rows. This is a demonstrated raw-reducer defect, but current indexed mux routes through applyWindowBody and bypasses that fold. No indexed-mux reproduction establishes a current product terminal merge.",web/scripts/conversation_widget.js:673; web/scripts/conversation_widget.js:825,ui/src/conversation/stream.ts:107; ui/src/conversation/stream.ts:169; ui/src/conversation/reduce.ts:88; ui/src/conversation/reduce.ts:157,transcript-probes/results.json: terminal repeated stream id; raw-reducer comparison only
T21,composer,missing,Wispr Flow dictation into the Jevons UI produces full sentences,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Vanilla refreshWisprContext builds recent user/assistant context, assigns aria-describedby, and inserts a stripped invisible EMPTY_SEED. React renders an empty #wispr-context and ordinary controlled textarea. wispr.ts is not imported by UserRequest; no context/seed effects are mounted.",web/index.html:2201; web/index.html:2239; web/index.html:9633,ui/src/components/UserRequest.tsx:106; ui/src/components/UserRequest.tsx:126; ui/src/composer/wispr.ts:1,
T39,chrome,code_supported,Chat UI paints idle in #status after every overseer turn — never leftover Jevons is working,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"React subscribes the shared conversation to mux phase frames/meta and paints the current closed phase sample. The strip renders idle without dots for idle meta. Assistant and owner bodies share displayRows. Fresh tests assert strip idle/busy and reducer phase replacement, but no fresh successful provider turn or empty-text end_turn was exercised by this reviewer.",web/index.html:9200; web/index.html:9280,ui/src/conversation/useConversation.ts:57; ui/src/conversation/reduce.ts:237; ui/src/components/OverseerPhaseStrip.tsx:10,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only); GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T65,aside,missing,"Owner has attention threads in the human↔overseer chat — capture without commit, park/pursue, visible stack to switch focus",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Vanilla loads durable attention state, recognizes aside/capture/park/main/pursue/target/idea prefixes, and persists focus and bodies. Later T136/T250 relocate aside interaction to the RHS rather than the original stack. React main send bypasses every attention helper and sends the prefix as ordinary overseer text; it can inspect pre-existing agents but cannot perform the reference ceremony.",web/index.html:2312; web/index.html:8685; web/index.html:8722,ui/src/App.tsx:101; ui/src/App.tsx:312; ui/src/components/UserRequest.tsx:40; ui/src/conversation/useConversation.ts:117,"GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T69,composer,partial,Chat composer height avoids constant scrollbar flicker while typing,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Vanilla autoGrow measures textarea content, caps at 28vh, adds composer-scroll only at the cap, and shifts the transcript. React copies the CSS cap but rows=1 textarea has no measuring/growth effect and never sets composer-scroll; composer/layout.ts is unused. A fixed small textarea may avoid flicker, but it does not preserve the ordinary multi-line editing behavior.",web/index.html:9367; web/index.html:9470,ui/src/components/UserRequest.tsx:106; ui/src/cockpit.css:741; ui/src/composer/layout.ts:9,
T70,composer,partial,Chat composer layout keeps the latest assistant reply readable while the owner types,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"The shared flex layout separates transcript and composer, but the actual vanilla grow-and-scroll mechanism is not wired in React. A pure scrollTopAfterComposerGrow copy is not the mounted behavior.",web/index.html:9367,ui/src/components/UserRequest.tsx:106; ui/src/composer/layout.ts:9; ui/src/cockpit.css:730,
T70.1,composer,partial,Composer growth does not cover the latest assistant response,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Vanilla adjusts transcript scrollTop when the composer grows. React has the copied adjustment helper with no production caller and a fixed rows=1 composer. A small field does not demonstrate the required usable growing composer and readable preceding reply.,web/index.html:9390,ui/src/composer/layout.ts:9; ui/src/components/UserRequest.tsx:106,
T71,chrome,code_supported,"In-flight #status paints the ACP phase word (received/thinking/tool/writing/…), not Jevons is working",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Current phase metadata is consumed and rendered as received/thinking/tool-step/writing, token count, and correspondents. No invented percentage is produced. T555/T575 intentionally use the closed phase vocabulary and composer-gap placement. Fresh tests exercise samples and strip render; live provider richness/completeness is not established here.",web/index.html:9200,ui/src/conversation/overseerPhase.ts:91; ui/src/components/OverseerPhaseStrip.tsx:10; ui/src/conversation/reduce.ts:202,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only); GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T76,composer,partial,Owner can paste images into the chat composer and they reach the agent turn,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Actual UserRequest paste uploads files through POST /api/images, shows chips, composes durable [image: id] markers, and sends via the mounted shared callback. Fresh component test exercises clipboard→upload fake→chip→send marker. The agent-content/durable-reference path was not exercised; upload failure now silently returns an empty list.",web/index.html:9531; web/index.html:9560; web/index.html:8677,ui/src/components/UserRequest.tsx:53; ui/src/composer/images.ts:63; ui/src/composer/images.ts:123; ui/src/conversation/useConversation.ts:134,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only); GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T80,composer,missing,"Composer lightly tidies bulk Wispr/dictation inserts (trim, capitalize, terminal punctuation)",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Vanilla paste listener applies tidyDictationInsert only to an empty/all-selected field; React paste only handles image transfer and otherwise leaves text to the browser. The copied tidyDictationInsert has no production caller.,web/index.html:9603; web/index.html:9618,ui/src/components/UserRequest.tsx:62; ui/src/composer/wispr.ts:1,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) The T80 assertion calls the unused helper, so it does not establish port fidelity."
T83,chrome,partial,"Overseer UI has a persistent visualization surface for project/agent graphs (bullseye, Mermaid, later JSON viz)",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Frontier Graph opens a persistent React panel and fetches the unachieved graph. However, the top Open viz button is inert, no prior graph is pinned/restored, no pasted/custom graph can be rendered, and chat diagrams cannot open the panel.",web/index.html:4097; web/index.html:4127; web/index.html:4650,ui/src/App.tsx:315; ui/src/App.tsx:356; ui/src/components/MermaidVizPanel.tsx:15; ui/src/conversation/mermaidPaint.ts:68,
T83.1,chrome,partial,Owner can open a bullseye/Mermaid graph in a dedicated tab and copy Mermaid source and image (multi-MIME when supported),Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"React graph panel has wired copy-source and copy-image actions with ClipboardItem/source fallback. The chat diagram renderer only inserts SVG; it supplies no open/copy toolbar. Thus copying the frontier graph is code-supported, but opening the same graph from a chat diagram and retaining it separately is absent.",web/index.html:4483; web/index.html:4584; web/index.html:4621,ui/src/conversation/mermaidPaint.ts:94; ui/src/components/MermaidVizPanel.tsx:51; ui/src/components/MermaidVizPanel.tsx:102; ui/src/conversation/mermaidClipboard.ts:81,
T88,composer,missing,Owner chat history navigation (up/down) matches shell/Grok expectations and redo intent,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Vanilla Alt+Up/Down traverses queue before prompt history, highlights a recalled owner bubble, and primary Enter invokes rewindAndResend; Escape exits edit mode. React has no history inventory, navigation listener, edit highlight, rewind command, or edit cancellation.",web/index.html:8974; web/index.html:9123; web/index.html:9465; web/index.html:10029,ui/src/components/UserRequest.tsx:117; ui/src/keys/useCockpitKeys.ts:20; ui/src/mux/client.ts:138,"GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T93,aside,missing,Owner can file a bullseye target out-of-band without a full attention thread,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"T93 context explicitly refines the original no-thread language through T95: the light target: aside ceremony is authoritative. Vanilla implements that ceremony; React sends target: to main as ordinary text. A capable overseer might file a target conversationally, but that is not a guaranteed replacement for the retired UI ceremony.",web/index.html:2312; web/index.html:8685; web/index.html:8722,ui/src/App.tsx:101; ui/src/App.tsx:312; ui/src/components/UserRequest.tsx:40; ui/src/conversation/useConversation.ts:117,"GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T95,aside,missing,"Filing a bullseye target is a short-lived aside: target: prefix, clarify, file, auto-close",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"No production React prefix parser, POST /api/asides create path, filing lifecycle, __TARGET_FILED__ detector, or auto-close path exists. The only aside mutation in App is manual DELETE. The backend may retain capabilities, but React does not invoke the reference ceremony.",web/index.html:8685; web/index.html:5133,ui/src/App.tsx:101; ui/src/App.tsx:312; ui/src/components/UserRequest.tsx:40; ui/src/conversation/useConversation.ts:117,"GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T95.1,aside,partial,"Completed asides leave screen chrome — discoverable archive, not parked chips or main-flow pollution",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Manual React aside dismissal calls DELETE and refreshes the fleet. Filing-marker auto-close is absent; Closed history is an inert button beside an always-hidden empty region. Main aside marker filtering is also disconnected.,web/index.html:2448; web/index.html:2640; web/index.html:5133,ui/src/App.tsx:107; ui/src/App.tsx:312; ui/src/conversation/display.ts:311,"GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T99,aside,changed,Continuation statements route into the matching thread without full re-discussion in main,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,T135 explicitly replaces silent automatic transplant with an opt-in Continue in suggestion. Vanilla keeps cheap matching and the user-controlled switch. React does not match or offer suggestions; ordinary messages remain on main. Absence of silent hijacking is preserved but the current authorized successor behavior is missing.,web/index.html:8809; web/index.html:8910,ui/src/App.tsx:101; ui/src/App.tsx:312; ui/src/components/UserRequest.tsx:40; ui/src/conversation/useConversation.ts:117,
T113,composer,missing,Owner chat queues follow-up sends instead of Enter interrupting the in-flight turn — Grok-parity queue UI and keys,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Mounted React UserRequest treats Ctrl+Enter, Alt+Enter, and plain Enter as the same callback. useConversation sends each directly; AgentInteraction renders an empty #send-queue, and copied queue/Enter modules are not imported by production. Backend busy queuing is not the visible editable/cancelable client queue required here.",web/index.html:8364; web/index.html:8432; web/index.html:8588; web/index.html:8853,ui/src/components/UserRequest.tsx:40; ui/src/components/UserRequest.tsx:117; ui/src/conversation/useConversation.ts:117; ui/src/mux/client.ts:138,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) The T113 test calls disconnected decideSend/classifyEnterAction helpers.; GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T123,composer,partial,"Composer message entry default height matches the send button — compact, not oversized",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"React uses rows=1 and the inherited minimum control height, but multi-line growth required in the same acceptance is absent. No real geometry assertion was run by this reviewer.",web/index.html:9367,ui/src/components/UserRequest.tsx:116; ui/src/cockpit.css:743,
T126,composer,verified,Home and End move the caret to start and end of the composer message box,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Fresh mounted UserRequest tests dispatch Home/End and Shift+Home and assert textarea selection positions; the production handler calls applyComposerHomeEnd before Enter handling. The global hook does not take Home/End for transcript scrolling. This verifies the decidable caret requirement for the tested browser model.,web/index.html:9431,ui/src/components/UserRequest.tsx:118; ui/src/keys/composerCaret.ts:56; ui/src/keys/useCockpitKeys.ts:40,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) T126/T149 mounted textarea assertions."
T127,composer,partial,Dedicated hotkey always focuses the main chat message box,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,The actual global keyboard hook uses / to focus main from noneditable chrome and does not steal typing from another textarea. No shortcut hint/help documents the binding in the React UI; placeholder is only Message....,web/index.html:9720,ui/src/keys/useCockpitKeys.ts:35; ui/src/keys/composerFocus.ts:60; ui/src/components/UserRequest.tsx:113,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) T127 pure policy only."
T132,composer,changed,Composer send/interject shortcuts: Ctrl+Enter immediate send; Alt+Enter empty pops last message as interjection,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"T241 explicitly supersedes the historical Alt+Enter-pop behavior: Alt+Enter force-sends draft or queue, never pop_last. Ctrl+Enter remains an interrupt requirement. React has the updated pure classifier but does not call it; mounted all-modifier sends are identical.",web/index.html:9400; web/index.html:10009,ui/src/components/UserRequest.tsx:40; ui/src/components/UserRequest.tsx:117; ui/src/conversation/useConversation.ts:117; ui/src/mux/client.ts:138,"GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T133,composer,missing,Empty-composer Wispr seed stays effective but is invisible until real draft text arrives,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Vanilla inserts and visually masks a seed until real text arrives and strips it before send. React has no seed state or context wiring. Showing no dot because no seed exists does not preserve the Wispr empty-field behavior.,web/index.html:2229; web/index.html:9419,ui/src/components/UserRequest.tsx:27; ui/src/components/UserRequest.tsx:109; ui/src/composer/wispr.ts:1,
T134,aside,partial,Attention / thread chrome is legible and non-accumulating — not a wall of open/parked chips,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"The old chip wall was deliberately retired by T136, and React keeps attention-bar hidden. That avoids accumulated chips but does not implement capture/continuation, automatic successful-file cleanup, archive access, or duplicate-workstream handling.",web/index.html:2294; web/index.html:8822,ui/src/components/AgentInteraction.tsx:78; ui/src/App.tsx:312,
T135,aside,missing,Auto-matched messages stay on main by default; owner can opt-in switch to the suggested thread,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Vanilla performs cheap candidate matching and attaches a pointer-only Continue in suggestion; opt-in interrupts main and delivers to the aside. React sends generic text with no matching/suggestion/redirect path.,web/index.html:8809; web/index.html:8910; web/index.html:8934,ui/src/App.tsx:101; ui/src/App.tsx:312; ui/src/components/UserRequest.tsx:40; ui/src/conversation/useConversation.ts:117,
T136,aside,partial,Asides live only in the RHS fleet tree — no top attention chip bar,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Existing purpose=aside records appear in React AgentTree and the top stack remains hidden. Creation from prefixes and auto-select/open Transcript are absent; a fleet row click preserves the current tab instead of opening Transcript. Aside kind chrome is also absent.,web/index.html:2312; web/index.html:8722,ui/src/components/AgentInteraction.tsx:78; ui/src/App.tsx:332; ui/src/components/AgentTree.tsx:150,
T149,composer,code_supported,Home and End again move the caret to start and end of the composer message box,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Fresh mounted test confirms field Home/End and Shift extension. Production no longer inserts a Wispr seed, so seed-inclusive fidelity is not established by these ordinary-text tests. T307 clarifies that Cmd/Ctrl+Left/Right remain native.",web/index.html:9431,ui/src/components/UserRequest.tsx:118; ui/src/keys/composerCaret.ts:56,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only)"
T152,aside,missing,Target-filing aside dismisses fleet RHS chrome when __TARGET_FILED__ is confirmed,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Vanilla maybeCloseTargetAside examines live filed markers, closes local state, deletes matching fleet records, and returns selection/focus. React never recognizes a filed marker and only supports manual DELETE.",web/index.html:5133,ui/src/App.tsx:107; ui/src/conversation/display.ts:311,
T153,composer,partial,Keyboard Tab rarely leaves the composer — collapse tabs and similar chrome are pointer-only,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Main and compact UserRequest each return focus to their own textarea after Send; this is consistent with the owner 2026-09-05 request for identical conversation-widget behavior. Main tabs/expand and aside dismiss have focus helpers. Required pointer-action paths still need browser evidence. Stale selection after aside removal is a fleet/lifecycle issue, not a reason to reintroduce legacy sidebar chrome.",web/index.html:2185; web/index.html:2450; web/index.html:8910,ui/src/components/UserRequest.tsx:49; ui/src/App.tsx:113; ui/src/App.tsx:351; ui/src/components/AgentTranscript.tsx:504,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) Fresh T153 assertion covers main Send only."
T154,composer,missing,Composer send queue survives reload and reconnect,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Vanilla loads and paints the persisted send queue, preserves order, and drains on idle. React sendQueue.ts has no production importer, and #send-queue is an empty element. Mux pending strings exist only in memory and are invisible.",web/index.html:8241; web/index.html:8409; web/index.html:8588,ui/src/components/AgentInteraction.tsx:82; ui/src/composer/sendQueue.ts:7; ui/src/mux/client.ts:14,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) T154 tests only unused load/save functions."
T157,aside,code_supported,RHS agent transcript inspect renders assistant bodies as full markdown,"Shared main-transcript conversation contract (same widget, send/display/stream/reload behavior), with deliberate density differences; not the old sidebar implementation.","Both surfaces use AgentTranscript→ClippedBubble→MarkdownBody. Fresh tests assert strong/pre/table on the actual shared bubble component and compact shell, but they mount those separately because jsdom virtualizer paints no rows. Reference correction: Owner clarification 2026-09-05: old sidebar transcript is not the parity baseline; React sidebar should be the same widget with almost identical behavior to the main transcript. Old sidebar code is historical evidence only. Deliberate density differences are allowed.",web/index.html:10040; web/scripts/conversation_widget.js:1600,ui/src/components/AgentInteraction.tsx:49; ui/src/components/AgentTranscript.tsx:76; ui/src/components/AgentTranscript.tsx:290; ui/src/components/AgentTranscript.tsx:504,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) T157 detached bubble plus compact shell."
T164,aside,missing,Filed target-asides leave no owner-visible chrome or fleet 💡 row,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"React has no filed-marker lifecycle listener, and manual dismiss does not clear the selected agent. Vanilla real paint calls maybeCloseTargetAside and DELETE for all matching filed-aside records.",web/index.html:5133; web/index.html:2471,ui/src/App.tsx:107; ui/src/conversation/display.ts:311,
T167,aside,code_supported,RHS agent Transcript is a single scroll surface — no nested per-turn scroll regions,"Shared main-transcript conversation contract (same widget, send/display/stream/reload behavior), with deliberate density differences; not the old sidebar implementation.",Shared compact AgentTranscript has a single outer body and inherits shared clipped bubbles without per-turn vertical scrollers. Fresh tests assert CSS and mounted shell structure; they are not real computed-layout evidence. Reference correction: Owner clarification 2026-09-05: old sidebar transcript is not the parity baseline; React sidebar should be the same widget with almost identical behavior to the main transcript. Old sidebar code is historical evidence only. Deliberate density differences are allowed.,web/index.html:10040; web/scripts/conversation_widget.js:1600,ui/src/components/AgentTranscript.tsx:313; ui/src/cockpit.css:1000,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) T167 CSS and shell assertions only."
T183,composer,code_supported,Composer draft remains visible after page reload without requiring an edit keystroke,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,React stores drafts by agent using persisted Zustand state and immediately binds textarea value; no seed-only transparency class masks restored text. Fresh remount test sees the draft value. It does not boot a fresh JS context or check rendered contrast.,web/index.html:11367; web/scripts/composer_persist.js:33,ui/src/store/drafts.ts:8; ui/src/components/UserRequest.tsx:109,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) T183/T239 remount and localStorage assertions."
T192,composer,partial,Alt+Enter on seed-only composer behaves as empty control,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Empty/seed-only equivalence remains a valid requirement after T241 changes Alt+Enter to force-send/queue. React does not insert a seed, does not test effective emptiness in its actual textarea handler, and does not call the pure Enter policy. Absence of the Wispr mechanism is not grounds to waive its empty-control requirement.",web/index.html:9400,ui/src/keys/composerEnter.ts:30; ui/src/components/UserRequest.tsx:117,
T202,chrome,code_supported,Mid-turn #status updates in place to the latest phase word — correspondent names do not accumulate,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,React mergePhaseMeta replaces the phase sample and clears stale optional correspondents; statusBarText renders only that sample. Fresh observation applies old/new correspondents then idle and asserts idle with no correspondent. Current T555/T575 phase design intentionally has no independently accumulated fleet-rollup string.,web/index.html:9200,ui/src/conversation/overseerPhase.ts:77; ui/src/conversation/overseerPhase.ts:91,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only); GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T205,aside,code_supported,"RHS agent inspect is the main transcript experience in microcosm — same body paint, stickiness, and update behaviour","Shared main-transcript conversation contract (same widget, send/display/stream/reload behavior), with deliberate density differences; not the old sidebar implementation.","Main and compact use the same virtualized transcript, body components, stream reducer, and follow-pin code. This is a substantive removal of the legacy separate painter. Fresh tests check shared markdown and shell paths; full scroll-follow behavior remains a browser requirement. Reference correction: Owner clarification 2026-09-05: old sidebar transcript is not the parity baseline; React sidebar should be the same widget with almost identical behavior to the main transcript. Old sidebar code is historical evidence only. Deliberate density differences are allowed.",web/index.html:10040; web/scripts/conversation_widget.js:1600,ui/src/components/AgentInteraction.tsx:49; ui/src/components/AgentTranscript.tsx:76; ui/src/components/AgentTranscript.tsx:290; ui/src/components/AgentTranscript.tsx:504,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) T205 shell/component/structural tests."
T216,aside,code_supported,"RHS agent inspect paints assistant turns as real markdown HTML — same sealed product as main chat, owner-visible bold/fences/tables","Shared main-transcript conversation contract (same widget, send/display/stream/reload behavior), with deliberate density differences; not the old sidebar implementation.","Fresh actual ClippedBubble render produces strong, pre, and table for compact fixture content; production compact and main map rows to the same bubble. No selected provider history was fetched in this reviewer’s run. Reference correction: Owner clarification 2026-09-05: old sidebar transcript is not the parity baseline; React sidebar should be the same widget with almost identical behavior to the main transcript. Old sidebar code is historical evidence only. Deliberate density differences are allowed.",web/index.html:10040; web/scripts/conversation_widget.js:1600,ui/src/components/AgentInteraction.tsx:49; ui/src/components/AgentTranscript.tsx:76; ui/src/components/AgentTranscript.tsx:290; ui/src/components/AgentTranscript.tsx:504,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) T216 actual bubble render; shell mounted separately."
